Date,Region,Type,Price,Volume
2017-01,Northeast,organic,1.9579999999999997,130.01533
2015-10,Jacksonville,conventional,1.1125,121.42964249999999
2017-05,Philadelphia,organic,2.2525000000000004,16.7721475
2016-04,Albany,organic,1.6925,2.1131675
2017-09,NewYork,organic,2.0875000000000004,78.41282
2015-01,HartfordSpringfield,conventional,1.295,258.8096125
2017-12,HartfordSpringfield,organic,1.892,13.592292
2016-03,WestTexNewMexico,organic,1.375,17.6903675
2016-05,Philadelphia,conventional,1.144,519.23764
2017-11,Pittsburgh,organic,1.4224999999999999,10.801594999999999
2018-01,SouthCentral,organic,1.4425,137.211945
2017-02,HarrisburgScranton,conventional,1.21,277.60513749999996
2016-01,Philadelphia,conventional,1.188,449.07131599999997
2016-12,LasVegas,conventional,0.8425,310.98066
2016-07,SanDiego,conventional,1.0959999999999999,557.19841
2017-01,Jacksonville,conventional,1.028,209.943092
2015-05,GreatLakes,conventional,1.128,3576.272903999999
2015-05,Sacramento,organic,1.542,14.20529
2017-01,Portland,conventional,0.812,825.326868
2015-07,GrandRapids,conventional,1.13,181.3902675
2017-07,WestTexNewMexico,organic,1.6219999999999999,18.927032
2016-10,NorthernNewEngland,organic,1.6059999999999999,10.077082
2017-05,Denver,conventional,1.1949999999999998,817.9848499999999
2016-06,MiamiFtLauderdale,conventional,1.1275000000000002,660.4223225000001
2016-03,StLouis,organic,1.175,9.012562499999998
2017-06,Nashville,organic,1.18,11.961665
2018-02,MiamiFtLauderdale,conventional,1.17,870.8181824999999
2015-05,HarrisburgScranton,organic,1.834,3.9766160000000004
2017-01,WestTexNewMexico,organic,1.232,16.193499999999997
2015-05,California,organic,1.4740000000000002,133.78643199999996
2017-03,SouthCentral,conventional,0.9175000000000001,5564.651355000001
2016-04,Syracuse,conventional,1.185,65.2792025
2015-07,BaltimoreWashington,conventional,1.16,830.0877025
2018-03,GrandRapids,conventional,1.51,177.926045
2016-12,GrandRapids,organic,1.86,1.940205
2016-03,DallasFtWorth,organic,1.19,18.03922
2017-09,WestTexNewMexico,organic,2.3474999999999997,9.876927499999999
2016-02,SanFrancisco,conventional,1.1675,918.9812749999999
2017-08,Indianapolis,conventional,1.38,169.8444125
2016-09,Pittsburgh,conventional,1.21,107.64291750000001
2016-11,Orlando,organic,1.5225,5.7233374999999995
2016-09,NewYork,conventional,1.4625,1251.6855249999999
2015-02,Pittsburgh,organic,1.6974999999999998,1.8312249999999999
2016-05,Denver,organic,0.8860000000000001,67.985956
2015-09,Roanoke,organic,1.7850000000000001,5.8592625
2016-12,MiamiFtLauderdale,organic,1.3075,3.7489749999999997
2017-03,RichmondNorfolk,conventional,1.3025,248.3947325
2016-07,Spokane,conventional,1.0699999999999998,89.40469800000001
2016-08,NorthernNewEngland,organic,1.405,8.724252499999999
2016-08,HartfordSpringfield,organic,2.2175,5.350967499999999
2017-01,Louisville,conventional,0.914,112.45519800000001
2016-08,West,conventional,0.96,6282.0456075
2015-08,Spokane,organic,1.9279999999999997,2.880766
2015-04,Spokane,organic,1.6424999999999998,4.312385
2018-03,Roanoke,conventional,0.99,208.66529749999998
2015-06,Southeast,organic,1.81,28.265104999999995
2015-01,PhoenixTucson,conventional,0.635,1120.231785
2017-03,Sacramento,conventional,1.5225000000000002,383.39324250000004
2017-04,NorthernNewEngland,conventional,1.402,433.59743
2017-11,SanFrancisco,conventional,1.42,737.8404499999999
2018-03,SouthCarolina,conventional,1.135,483.24228500000004
2017-08,Seattle,organic,2.765,27.160765
2015-04,Columbus,conventional,1.045,147.464705
2015-04,West,organic,1.5099999999999998,259.6388825
2017-08,Atlanta,organic,2.22,14.9452525
2015-10,SanFrancisco,conventional,1.4225,618.684825
2015-06,Louisville,organic,1.4425000000000001,2.1204549999999998
2016-09,Sacramento,organic,2.1824999999999997,6.997915
2017-07,RaleighGreensboro,organic,2.0140000000000002,9.937996000000002
2016-04,PhoenixTucson,conventional,0.58,1249.4264725
2017-12,Portland,organic,1.486,30.825764000000003
2016-12,Nashville,conventional,0.9275,176.936905
2015-07,SouthCentral,organic,1.2950000000000002,60.564879999999995
2016-12,MiamiFtLauderdale,conventional,1.0775000000000001,621.3362725
2016-07,Louisville,organic,1.332,3.084558
2017-08,CincinnatiDayton,conventional,1.315,264.7834325
2015-12,Tampa,organic,1.7349999999999999,1.9562875
2017-01,HarrisburgScranton,organic,1.848,7.813582
2017-02,Indianapolis,conventional,0.8925,220.4444875
2015-03,BuffaloRochester,organic,1.732,1.713928
2017-02,PhoenixTucson,organic,1.2974999999999999,21.027122499999997
2016-03,SouthCarolina,conventional,1.04,346.8212625
2016-02,Portland,organic,1.4175,29.806962499999997
2017-10,Denver,organic,1.8199999999999998,23.259226
2015-03,Boston,conventional,1.1800000000000002,443.738978
2017-03,Syracuse,conventional,1.4775,75.82836999999999
2016-03,SanFrancisco,conventional,1.3925,746.71024
2015-10,MiamiFtLauderdale,organic,1.505,1.4376675
2017-06,Columbus,organic,1.1724999999999999,11.5866875
2015-05,Seattle,organic,1.7060000000000002,38.541438
2015-09,Indianapolis,conventional,0.9825000000000002,170.9204925
2016-10,Roanoke,organic,1.3199999999999998,9.115575999999999
2015-07,Charlotte,conventional,1.1949999999999998,190.11189249999998
2017-07,NewYork,organic,2.088,72.513606
2016-06,Denver,conventional,0.9475,830.8593500000001
2017-12,BaltimoreWashington,organic,1.552,38.253826000000004
2017-07,California,organic,1.9600000000000002,140.542354
2016-09,Orlando,conventional,1.1774999999999998,352.980175
2016-08,LosAngeles,conventional,0.9425000000000001,3155.7540875000004
2015-09,Nashville,conventional,1.0025,172.199125
2017-04,Boise,conventional,1.146,98.51996000000001
2017-03,Seattle,organic,1.0975,74.05054000000001
2016-11,Southeast,conventional,1.395,2622.3778825
2015-11,CincinnatiDayton,organic,1.3940000000000001,8.931164
2016-12,Jacksonville,conventional,0.9275,168.09208499999997
2017-04,West,conventional,1.002,6810.075528
2015-08,Atlanta,organic,1.738,7.528003999999999
2016-11,Philadelphia,organic,2.2125,8.384477500000001
2016-04,Sacramento,conventional,1.09,481.44764250000003
2017-12,RaleighGreensboro,conventional,1.128,317.070038
2015-03,Houston,conventional,0.8020000000000002,1070.689224
2017-03,Spokane,organic,1.3749999999999998,5.1195175
2015-01,Indianapolis,conventional,1.1175000000000002,149.3852
2016-05,NewYork,conventional,1.0699999999999998,1879.435094
2016-12,Midsouth,organic,1.5474999999999999,80.0074525
2017-10,LasVegas,conventional,1.472,207.03102
2016-10,HarrisburgScranton,conventional,1.5,201.401304
2015-07,Southeast,conventional,1.075,3399.4815425000006
2017-11,Indianapolis,conventional,1.1925,172.5892775
2015-04,LosAngeles,conventional,0.9725000000000001,2664.9185025
2017-04,Houston,organic,0.9640000000000001,45.02725600000001
2016-08,GreatLakes,organic,1.545,128.3718225
2016-12,CincinnatiDayton,organic,1.065,16.915262499999997
2015-02,Pittsburgh,conventional,1.33,77.24641249999999
2015-08,Columbus,conventional,1.038,150.003854
2015-12,Plains,organic,1.7575,27.0409925
2016-02,Houston,organic,1.2925,13.1073925
2017-09,SouthCarolina,organic,2.11,13.905022500000001
2016-10,Albany,conventional,1.3379999999999999,79.21689
2016-06,Jacksonville,conventional,1.07,189.61919999999998
2015-05,Portland,organic,1.636,29.667458000000003
2018-03,SanFrancisco,organic,1.9325,31.082549999999998
2017-03,WestTexNewMexico,conventional,0.845,869.8615225
2016-07,Tampa,conventional,1.1439999999999997,406.57201399999997
2017-10,Denver,conventional,1.4540000000000002,620.6479099999999
2015-06,Detroit,conventional,0.9949999999999999,393.6402875
2015-04,CincinnatiDayton,conventional,1.04,206.63866499999997
2016-04,Jacksonville,organic,1.6625,3.5287425000000003
2017-10,Louisville,organic,1.996,3.550522
2016-08,Northeast,conventional,1.41,4164.156884999999
2016-05,Pittsburgh,organic,1.4100000000000001,3.1100920000000003
2017-05,HartfordSpringfield,organic,2.5949999999999998,13.1987325
2017-05,NewOrleansMobile,conventional,1.2799999999999998,302.68807499999997
2017-04,BaltimoreWashington,organic,2.0220000000000002,23.319918
2016-03,HarrisburgScranton,organic,1.6225,8.355385
2017-02,Boise,organic,1.3325,2.6433500000000003
2016-06,Columbus,conventional,1.0925,178.20714999999998
2015-10,HartfordSpringfield,organic,2.1825,2.9950525000000003
2016-07,Boston,organic,1.52,11.83015
2015-03,Detroit,organic,1.752,7.414038000000001
2015-01,MiamiFtLauderdale,conventional,1.205,421.5562775
2015-03,NewYork,conventional,1.336,1188.3498919999997
2016-05,RaleighGreensboro,organic,1.6059999999999999,7.40877
2016-01,SouthCarolina,organic,1.576,5.617218000000001
2015-10,LosAngeles,organic,1.6075,36.2607475
2017-07,LasVegas,organic,1.81,9.962798000000001
2016-04,Philadelphia,organic,1.8875000000000002,12.755952500000001
2017-06,Philadelphia,conventional,1.695,394.17649
2016-04,Philadelphia,conventional,1.1975,397.06102250000004
2017-10,SanFrancisco,organic,2.0740000000000003,20.17421
2016-08,Plains,organic,1.775,53.084055
2015-06,GrandRapids,organic,1.8375,1.274185
2015-07,HarrisburgScranton,conventional,1.18,241.090495
2016-10,California,conventional,1.4,4589.077322
2017-10,HarrisburgScranton,conventional,1.474,198.730414
2018-02,WestTexNewMexico,organic,1.5825,17.26984
2018-02,LosAngeles,organic,1.7400000000000002,93.2708025
2016-06,SouthCentral,organic,1.13,116.60321499999999
2017-12,Syracuse,organic,1.19,5.122794
2018-01,Columbus,conventional,0.9824999999999999,213.3132825
2015-02,Roanoke,conventional,1.045,144.6681525
2016-04,LasVegas,conventional,0.8375,348.0365049999999
2015-03,GreatLakes,conventional,1.0579999999999998,3273.549272
2015-01,California,organic,1.22,154.34151749999998
2016-05,Midsouth,organic,1.45,103.321192
2015-12,RaleighGreensboro,conventional,0.9724999999999999,204.00436249999998
2016-09,Albany,organic,1.6949999999999998,2.463355
2018-01,LosAngeles,organic,1.74,96.4023775
2016-12,Columbus,organic,1.4425000000000001,5.707927499999999
2016-07,HarrisburgScranton,organic,1.8059999999999998,7.636094
2016-10,Denver,conventional,1.156,655.8896060000001
2017-10,MiamiFtLauderdale,conventional,1.7119999999999997,512.169428
2015-06,West,organic,1.6525,207.6172125
2016-11,West,conventional,1.1575,4560.431772499999
2016-12,Chicago,conventional,1.19,651.869065
2015-09,Charlotte,organic,2.04,3.8303975
2017-03,West,organic,1.0725,351.6937875
2015-12,CincinnatiDayton,organic,1.4249999999999998,7.8892225
2017-05,Seattle,conventional,1.1325,769.9644825
2016-07,GreatLakes,organic,1.408,122.10635800000001
2015-04,NewYork,organic,2.0625,20.2546075
2018-03,Southeast,conventional,1.13,5006.9280125000005
2015-01,LasVegas,conventional,0.9625000000000001,268.7597275
2017-05,SouthCentral,organic,1.3599999999999999,154.2423925
2015-12,LosAngeles,organic,1.1724999999999999,50.154415
2016-11,Indianapolis,conventional,1.3225,120.54679999999999
2017-04,Nashville,conventional,1.032,255.10101799999998
2015-02,MiamiFtLauderdale,organic,1.7799999999999998,1.7660799999999999
2015-12,MiamiFtLauderdale,conventional,1.105,441.35738
2017-03,Southeast,conventional,1.4525,3131.83961
2015-07,LosAngeles,organic,1.535,45.3854275
2016-01,MiamiFtLauderdale,organic,1.4420000000000002,5.453934
2017-02,HartfordSpringfield,conventional,1.3075,347.71729999999997
2015-01,WestTexNewMexico,conventional,0.8175,698.4030675
2015-01,BuffaloRochester,conventional,1.4900000000000002,110.8919975
2017-02,Midsouth,conventional,1.1025,3586.8216774999996
2015-06,Tampa,conventional,1.05,373.03315000000003
2017-07,Orlando,organic,1.8820000000000001,5.581046
2017-09,Midsouth,conventional,1.5625000000000002,2480.743125
2017-02,Detroit,conventional,0.8224999999999999,531.2222125000001
2016-06,Spokane,organic,1.8275,2.7677875000000003
2016-09,HarrisburgScranton,organic,1.9625,8.4092775
2015-04,Boston,conventional,1.2399999999999998,457.20859249999995
2017-07,Houston,organic,1.3039999999999998,39.901588000000004
2017-07,Northeast,organic,1.9259999999999997,211.69785399999998
2017-12,LosAngeles,organic,1.7580000000000002,70.85316
2017-09,RaleighGreensboro,organic,2.79,13.198325
2015-11,RichmondNorfolk,conventional,0.978,180.760668
2017-07,WestTexNewMexico,conventional,0.9380000000000001,936.1712640000001
2016-01,Denver,conventional,0.676,1144.717996
2015-04,LasVegas,organic,1.605,10.3032175
2017-12,Albany,organic,1.472,3.605754
2016-03,Nashville,organic,1.4075000000000002,9.902467499999998
2017-12,Louisville,conventional,1.048,97.435242
2016-02,Albany,conventional,1.185,113.8155175
2015-05,Spokane,organic,1.6939999999999997,3.468148
2016-08,NewYork,conventional,1.52,1270.0521675
2017-03,Pittsburgh,organic,1.4625,9.14352
2015-11,Syracuse,conventional,1.278,47.466954
2015-02,LosAngeles,conventional,0.825,3138.5307925000006
2016-06,Plains,organic,1.6424999999999998,54.065887499999995
2017-01,Sacramento,conventional,1.078,509.805792
2018-03,CincinnatiDayton,conventional,1.045,266.0192925
2017-08,NorthernNewEngland,conventional,1.62,404.3311125000001
2016-05,Chicago,organic,1.4500000000000002,41.841664
2017-09,GreatLakes,organic,1.8425,159.25542
2016-07,MiamiFtLauderdale,organic,1.294,5.3081059999999995
2016-10,NewOrleansMobile,conventional,1.364,207.650304
2016-05,California,organic,1.37,219.780504
2015-04,California,conventional,1.0950000000000002,5474.6114775
2017-02,WestTexNewMexico,organic,1.2774999999999999,28.600067499999998
2017-03,DallasFtWorth,conventional,0.92,1178.0550474999998
2015-03,Southeast,organic,1.596,40.373128
2015-04,Southeast,conventional,1.095,3197.58577
2018-02,Spokane,conventional,1.145,103.17967000000002
2016-02,Detroit,organic,1.35,10.757914999999999
2015-09,RaleighGreensboro,organic,1.89,5.644615
2017-04,Orlando,organic,2.2520000000000002,5.6146080000000005
2015-08,Houston,conventional,0.9019999999999999,942.293356
2017-05,HartfordSpringfield,conventional,1.7550000000000001,309.552215
2017-07,Tampa,conventional,1.452,341.50656999999995
2015-05,California,conventional,0.994,6473.12958
2017-01,LasVegas,conventional,0.8160000000000001,377.35362
2015-07,West,organic,1.735,186.00722749999997
2016-09,Denver,conventional,1.015,788.5372075
2016-04,Midsouth,conventional,1.0550000000000002,2972.1914125000003
2017-11,StLouis,organic,1.8424999999999998,5.9303099999999995
2017-02,GrandRapids,conventional,1.095,236.996085
2015-04,WestTexNewMexico,organic,1.7449999999999999,12.029645
2016-02,HarrisburgScranton,organic,1.9575,6.3086025
2016-04,StLouis,organic,0.8075,10.3339625
2018-01,Midsouth,organic,1.4999999999999998,204.2264225
2016-03,California,conventional,0.9299999999999999,6381.8371449999995
2015-03,SouthCarolina,organic,1.65,4.471986
2015-07,Philadelphia,organic,1.9749999999999996,3.513795
2016-02,Nashville,conventional,0.8674999999999999,211.02552499999996
2016-10,Louisville,conventional,1.2,76.141164
2017-01,MiamiFtLauderdale,conventional,1.214,660.280382
2016-03,BaltimoreWashington,conventional,1.17,831.787095
2015-12,Seattle,organic,1.5375,28.535072500000002
2015-05,West,organic,1.466,259.306708
2016-01,RichmondNorfolk,conventional,0.97,249.32933599999998
2016-11,HartfordSpringfield,organic,2.555,7.193045
2016-09,Charlotte,organic,1.775,8.807039999999999
2017-09,Portland,conventional,1.82,383.01734999999996
2015-08,SouthCentral,organic,1.392,69.57101000000002
2015-06,Atlanta,conventional,1.0525,501.697075
2017-01,NewYork,conventional,1.422,1369.9606820000001
2016-02,Denver,organic,1.0975,32.5461925
2015-08,SanDiego,organic,1.8240000000000003,9.622276000000001
2016-05,California,conventional,0.8779999999999999,6948.357067999999
2016-04,Columbus,conventional,0.8999999999999999,174.47163
2015-07,HarrisburgScranton,organic,1.9775,1.91438
2015-12,RichmondNorfolk,organic,1.635,3.6926324999999998
2016-11,California,organic,2.16,115.14386999999999
2016-10,Denver,organic,1.598,19.281553999999996
2018-02,RaleighGreensboro,organic,2.0625,13.724269999999999
2015-02,Atlanta,organic,1.3925,9.926802499999999
2017-08,SanDiego,organic,2.42,12.686227500000001
2015-12,West,organic,1.365,163.81958000000003
2016-09,SanFrancisco,conventional,1.4574999999999998,846.739775
2015-12,Midsouth,conventional,1.0325,2133.8582725
2018-02,Spokane,organic,1.66,4.53219
2017-12,Denver,conventional,1.066,799.498582
2017-07,RaleighGreensboro,conventional,1.278,294.09663
2017-04,RaleighGreensboro,conventional,1.424,296.129396
2016-07,Portland,organic,1.748,30.43355
2017-10,West,organic,2.2119999999999997,153.40564999999998
2015-04,GrandRapids,conventional,1.0925,201.37441750000002
2017-06,Jacksonville,conventional,1.425,175.6643775
2017-10,LasVegas,organic,2.048,6.441108
2015-06,Seattle,organic,1.875,37.4073725
2017-08,Jacksonville,organic,2.255,2.3761025
2018-02,SouthCarolina,conventional,1.115,483.4250675
2016-11,Nashville,organic,1.0250000000000001,11.770735
2015-11,LasVegas,conventional,0.958,227.38397599999996
2016-12,RaleighGreensboro,organic,1.71,7.5303675000000005
2016-07,Albany,conventional,1.3820000000000001,112.13469400000002
2015-01,NewOrleansMobile,organic,1.325,2.5285
2017-07,SouthCentral,conventional,0.982,6150.145893999999
2016-11,HarrisburgScranton,conventional,1.4349999999999998,179.94995
2015-05,NorthernNewEngland,conventional,1.12,458.75607800000006
2015-02,SouthCentral,conventional,0.7725,5811.958275
2015-08,NewYork,conventional,1.1400000000000001,1457.5328540000003
2016-09,RichmondNorfolk,organic,1.3975,10.2870275
2015-10,LosAngeles,conventional,0.9349999999999999,2464.897605
2018-03,NewOrleansMobile,organic,1.365,7.3157675
2016-04,BuffaloRochester,organic,1.605,6.047025
2015-02,Southeast,conventional,1.0775,3213.1957399999997
2017-12,Jacksonville,organic,1.704,2.6430199999999995
2017-11,LasVegas,conventional,1.1175000000000002,263.03932000000003
2016-02,StLouis,conventional,0.9575,204.2619425
2018-03,HartfordSpringfield,conventional,1.365,350.40554
2017-01,Boise,organic,1.054,3.265758
2015-04,Plains,conventional,1.0875,1854.3394099999998
2016-06,RichmondNorfolk,conventional,0.9825,271.6068075
2017-10,Southeast,organic,2.032,83.071088
2017-02,SanFrancisco,organic,2.3249999999999997,20.7900125
2016-09,GrandRapids,organic,1.9625000000000001,1.4535625
2016-10,Northeast,conventional,1.634,2999.3509900000004
2017-03,Roanoke,conventional,1.2125,145.3295975
2017-10,NewOrleansMobile,conventional,1.378,266.23873999999995
2015-08,Syracuse,organic,1.7600000000000002,1.0675359999999998
2015-09,Portland,conventional,0.985,512.9405275
2015-09,Sacramento,organic,2.0300000000000002,6.11229
2016-04,Plains,organic,1.4175000000000002,52.177975
2018-01,PhoenixTucson,conventional,0.79,1321.923175
2016-11,SouthCarolina,conventional,1.395,238.41355
2017-07,Sacramento,organic,2.1399999999999997,5.191128
2015-06,MiamiFtLauderdale,conventional,1.105,558.7885625
2018-03,SouthCentral,conventional,0.81,7402.685555
2017-10,Philadelphia,conventional,1.598,366.716144
2016-09,Southeast,conventional,1.1175000000000002,3726.5345350000002
2015-10,Houston,conventional,0.8475,959.24755
2015-12,RichmondNorfolk,conventional,0.9825,167.8899675
2016-09,Columbus,conventional,1.0825,164.51973
2017-06,Pittsburgh,conventional,1.3025,120.22001749999998
2018-02,RichmondNorfolk,organic,1.4100000000000001,16.769635
2016-07,Pittsburgh,organic,1.4700000000000002,4.7413099999999995
2017-09,Columbus,organic,2.12,8.615262499999998
2017-04,HarrisburgScranton,conventional,1.494,249.49258200000003
2017-05,CincinnatiDayton,organic,1.5825,17.1463825
2018-01,HartfordSpringfield,organic,2.0174999999999996,15.2340975
2015-09,Houston,organic,1.4275,11.8456775
2015-12,Charlotte,conventional,0.97,152.4691
2017-01,Philadelphia,organic,1.984,10.428794
2015-11,Nashville,conventional,0.984,133.316212
2016-11,Seattle,conventional,1.43,437.7170225
2016-07,Boise,organic,1.484,3.729272
2015-09,SanDiego,conventional,1.025,476.8653125
2015-04,Charlotte,conventional,1.185,186.2525725
2017-09,NorthernNewEngland,conventional,1.71,294.869145
2016-03,Detroit,organic,1.2425,13.81612
2015-12,HarrisburgScranton,conventional,1.1275,178.02154750000003
2016-05,NewOrleansMobile,organic,1.546,3.156518
2017-09,Syracuse,conventional,1.5199999999999998,62.07194500000001
2015-08,West,organic,1.7080000000000002,189.668188
2016-01,Boise,organic,1.34,1.616048
2016-06,Louisville,organic,1.1475,3.901095
2017-01,RaleighGreensboro,organic,1.6279999999999997,10.551105999999999
2017-06,MiamiFtLauderdale,conventional,1.48,607.54825
2017-02,Plains,conventional,0.9275,2442.3408225
2015-08,LosAngeles,conventional,0.9600000000000002,2939.8399200000003
2017-02,Orlando,organic,1.8325,5.191025
2017-02,Spokane,conventional,0.7825,125.0881275
2016-02,PhoenixTucson,conventional,0.6000000000000001,1302.010525
2017-10,Spokane,conventional,1.594,64.66827200000002
2017-05,BaltimoreWashington,organic,2.1550000000000002,23.718664999999998
2018-01,LasVegas,conventional,1.075,345.26249250000006
2015-03,Plains,conventional,1.0939999999999999,1609.80545
2016-03,DallasFtWorth,conventional,0.76,1267.1755525
2015-01,Sacramento,conventional,1.1375,396.6765425
2017-12,California,conventional,1.0379999999999998,5988.9452120000005
2016-06,HarrisburgScranton,organic,1.825,7.790497500000001
2016-06,Portland,conventional,0.8525,728.4568175
2015-07,Portland,conventional,1.1425,505.9976375
2016-04,Orlando,organic,1.58,5.6410575000000005
2015-04,Seattle,conventional,1.2275,480.82640000000004
2015-02,Nashville,conventional,0.99,173.8092475
2016-04,Albany,conventional,1.1775,85.21784
2015-08,Sacramento,organic,2.0599999999999996,7.484036
2017-11,Sacramento,conventional,1.3725,371.546545
2016-04,CincinnatiDayton,organic,1.315,15.058065000000003
2017-06,SanFrancisco,organic,2.7275,22.3580325
2015-07,RaleighGreensboro,organic,1.7800000000000002,6.4974300000000005
2017-11,NewOrleansMobile,organic,1.5675,5.8278925
2017-07,Northeast,conventional,1.532,4172.537442
2016-09,Southeast,organic,1.6075000000000002,58.436494999999994
2018-03,Atlanta,organic,1.5325,19.4641875
2016-12,Roanoke,conventional,1.13,104.0098975
2016-09,LasVegas,conventional,1.06,308.70608250000004
2015-11,BuffaloRochester,organic,1.5719999999999998,2.7020619999999997
2015-12,DallasFtWorth,conventional,0.7875000000000001,996.0457375000001
2016-05,Indianapolis,conventional,0.922,214.825958
2016-11,Orlando,conventional,1.4475,237.0211275
2015-01,GrandRapids,organic,1.8399999999999999,0.798035
2016-12,Atlanta,organic,1.3074999999999999,9.5303475
2017-07,Louisville,conventional,1.2279999999999998,101.747432
2017-04,Louisville,conventional,1.2,94.828914
2015-05,NewYork,conventional,1.3539999999999999,1612.2982739999998
2015-08,California,conventional,1.1260000000000001,5623.472074
2016-09,Louisville,conventional,1.2375,84.043465
2017-09,Spokane,conventional,1.7425,63.2255825
2016-03,Denver,organic,0.905,72.280945
2015-09,HartfordSpringfield,organic,2.3625,3.5467300000000006
2016-10,Albany,organic,1.81,1.9705880000000002
2016-11,StLouis,conventional,1.26,117.0367325
2017-05,NewYork,conventional,1.7374999999999998,1470.9086725
2016-01,Albany,conventional,1.19,109.251956
2016-01,HartfordSpringfield,organic,2.07,4.561766
2018-02,LasVegas,organic,1.6975,10.070807499999999
2015-05,Midsouth,conventional,1.1400000000000001,3068.5578020000003
2016-04,Northeast,organic,1.875,127.3922125
2015-05,NewOrleansMobile,conventional,1.002,266.5763
2016-12,Seattle,conventional,1.0924999999999998,568.9183625000001
2015-03,NewYork,organic,1.9620000000000002,17.853652
2017-02,Louisville,conventional,0.8875,114.91800749999999
2017-12,Sacramento,organic,1.69,7.584397999999999
2017-07,NewOrleansMobile,organic,1.482,3.646656
2015-12,Orlando,conventional,1.09,253.7534225
2018-03,SanDiego,conventional,1.1,525.7732425
2015-05,Nashville,organic,1.4300000000000002,6.385096
2015-08,MiamiFtLauderdale,conventional,1.182,424.50968
2015-10,Detroit,organic,1.7175000000000002,7.617035
2017-09,RaleighGreensboro,conventional,1.53,265.370625
2016-02,SouthCarolina,organic,1.6025,4.6924375
2016-12,Boston,conventional,1.2125,502.851755
2016-04,LosAngeles,conventional,0.775,3101.113095
2016-10,Spokane,conventional,1.2020000000000002,81.49117000000001
2017-03,Denver,conventional,1.3450000000000002,655.52595
2017-04,LasVegas,organic,1.48,13.324611999999998
2017-05,BaltimoreWashington,conventional,1.595,839.81426
2017-11,West,organic,1.95,154.8009875
2017-03,Portland,organic,0.9775,51.270917499999996
2018-02,Orlando,conventional,1.1500000000000001,522.363875
2017-01,SouthCarolina,organic,1.4940000000000002,8.76767
2015-10,PhoenixTucson,organic,1.8,8.77115
2016-03,Jacksonville,organic,1.71,3.091345
2016-01,BuffaloRochester,conventional,1.3279999999999998,141.870608
2016-02,Seattle,organic,1.2775,43.013022500000005
2016-05,PhoenixTucson,organic,1.4140000000000001,18.126442000000004
2017-01,MiamiFtLauderdale,organic,1.21,5.907198
2016-02,California,organic,1.39,172.7433875
2016-04,Houston,conventional,0.6949999999999998,1308.0952000000002
2015-03,Charlotte,organic,1.8940000000000001,3.8724979999999998
2015-09,Albany,organic,1.9525000000000001,0.9149224999999999
2015-07,CincinnatiDayton,conventional,1.0375,227.22183249999998
2017-01,Atlanta,conventional,0.9380000000000001,617.9315539999999
2016-11,BuffaloRochester,organic,1.6925,1.6500949999999999
2017-03,Albany,organic,1.925,2.3109225
2017-12,Boston,organic,1.826,24.694470000000003
2016-02,SouthCentral,organic,1.295,78.0062475
2016-07,Philadelphia,conventional,1.518,401.06190000000004
2016-10,Houston,conventional,1.018,915.812958
2015-04,PhoenixTucson,conventional,0.5675,1244.7187549999999
2016-09,Boston,conventional,1.415,546.7505175000001
2017-10,DallasFtWorth,organic,1.7,20.412659999999995
2017-08,Sacramento,organic,2.225,7.7447775000000005
2016-12,CincinnatiDayton,conventional,0.8200000000000001,279.51320999999996
2015-05,SouthCentral,conventional,0.7859999999999999,6208.881314
2016-01,Portland,conventional,0.8559999999999999,712.882744
2017-11,Plains,organic,1.8399999999999999,49.0260375
2015-08,Boston,conventional,1.1179999999999999,588.888588
2017-04,CincinnatiDayton,conventional,1.0939999999999999,243.187188
2016-02,Plains,conventional,0.9750000000000001,1987.4373675
2017-09,Atlanta,organic,2.57,17.037752500000003
2016-09,BuffaloRochester,organic,1.54,3.310615
2015-04,Albany,organic,1.8875,1.4016349999999997
2017-11,Seattle,conventional,1.485,418.01215
2015-02,Columbus,conventional,0.9925,141.41897
2018-02,Jacksonville,organic,1.7675,4.608355
2015-04,BaltimoreWashington,organic,1.6575,14.967934999999999
2015-10,Northeast,organic,1.725,54.161545
2015-06,Denver,organic,1.4375,31.866549999999997
2015-01,CincinnatiDayton,conventional,0.915,204.7993475
2016-07,Charlotte,conventional,1.366,209.030264
2017-08,Boston,conventional,1.6575,540.01886
2016-12,NewOrleansMobile,organic,1.4749999999999999,2.9854724999999998
2015-03,Sacramento,conventional,1.138,412.9282999999999
2017-06,SouthCarolina,organic,1.7225,13.88343
2017-08,Louisville,conventional,1.465,89.42485250000001
2015-01,HarrisburgScranton,conventional,1.18,192.83830250000003
2016-02,Jacksonville,conventional,0.8175,229.07682499999999
2016-03,Indianapolis,conventional,1.0250000000000001,187.9028075
2015-07,PhoenixTucson,conventional,0.6975,1076.0614225
2015-07,RichmondNorfolk,organic,1.3825,6.371594999999999
2017-08,HarrisburgScranton,organic,1.6824999999999999,14.278960000000001
2017-03,Columbus,organic,0.8925,19.921207499999998
2016-09,BaltimoreWashington,conventional,1.4825,764.7606625
2016-09,Houston,conventional,0.8174999999999999,1180.9721200000001
2015-04,NorthernNewEngland,organic,1.8775,7.6479775
2016-08,Roanoke,conventional,1.0375,147.618125
2017-10,Nashville,conventional,1.516,168.360896
2015-02,DallasFtWorth,organic,1.3450000000000002,12.25898
2015-04,NorthernNewEngland,conventional,1.1800000000000002,318.45882750000004
2017-08,DallasFtWorth,conventional,1.025,1192.9342124999998
