COUNTY,PARKING,FEE,LATITUDE,LONGITUDE,NAME,LOCATION,DESCRIPTION
Marin,Yes,Yes,37.886556,-122.626278,Steep Ravine Beach,"Hwy. One, 2 mi. S. of Stinson Beach","Cabins and campsites (reservations required), walk-in day use"
Marin,Yes,Yes,37.904246,-122.603976,Mount Tamalpais State Park,Along Panoramic Highway,"6,000-acre park, hiking and equestrian trails"
Marin,Yes,Yes,37.873549,-122.597014,Slide Ranch,"Off Hwy. One, 1 mi. N. of Muir Overlook",Environmental education center
Marin,Yes,No,37.863026,-122.585755,Muir Overlook,"Off Hwy. One, 1 mi. N.W. of Muir Beach",Views of serpentine cliffs and sea
Marin,Yes,No,37.85922100000001,-122.576287,Muir Beach,Hwy. One at Muir Woods Rd.,Part of Golden Gate Nat'l Recreation Area
Marin,Yes,Yes,37.891696,-122.569324,Muir Woods National Monument,"Off Hwy. One, 3 mi. N. on Muir Woods Rd.",Very popular old-growth redwood grove
Marin,No,No,37.849951,-122.555838,Coastal Trail (Marin County),Headlands between Golden Gate Bridge and Muir Beach,Hiking trail
Marin,Yes,No,37.84117,-122.552158,Tennessee Cove,"End of Tennessee Valley Rd. off Hwy. One, Mill Valley","Two-mile trail from parking area to beach, horseback riding, part of Golden Gate Nat'l Recreation Area"
Marin,Yes,No,37.828761,-122.535798,Rodeo Beach,Bunker Rd. off Hwy. 101 (Alexander Ave. exit),"Cobble beach, surfing, part of Golden Gate Nat'l Recreation Area"
Marin,Yes,No,37.835092,-122.53166,Marine Mammal Center (Marin Headlands),N. of Bunker Rd. on slope above Rodeo Lagoon,"Rehabilitated marine mammals on view, gift shop"
Marin,Yes,Yes,37.828845,-122.520792,Marin Headlands Hostel,"941 Rosenstock Rd., off Bunker Rd.","Shared and private rooms, kitchen, lounge"
Marin,Yes,No,37.815624,-122.529415,Point Bonita Lighthouse,End of Conzelman Road,"Historic lighthouse reached via trail, tunnel, and suspension bridge"
Marin,Yes,No,37.82301500000001,-122.533449,Bird Island Overlook,W. end of Mendell Rd.,"High bluff, panoramic views"
Marin,Yes,No,37.827189,-122.510715,Black Sand Beach,"Conzelman Rd., one-half mi. from where road becomes one-way westbound","Steep trail to beach, also called Upper Fisherman's"
Marin,Yes,No,37.829243,-122.498267,Marin Headlands,"Off Hwy. 101, N. of Golden Gate Bridge",Golden Gate Nat'l Recreation Area
Marin,Yes,No,37.830852,-122.525067,Marin Headlands Visitor Center,Bunker Rd. off Hwy. 101,"Golden Gate Nat'l Recreation Area information, bookshop"
Marin,Yes,Yes,37.823277,-122.529875,YMCA Point Bonita Center,"Off Field Rd., near Conzelman Road",Educational programs and retreats
Marin,Yes,Yes,37.826829,-122.48976299999998,Kirby Cove,Conzelman Rd. off Hwy. 101 (Alexander Ave. exit),"Trail to beach, park on Conzelman Rd., Golden Gate Nat'l Recreation Area"
Marin,Yes,No,37.832706,-122.481754,California Coastal Trail (Marin Headlands),"Conzelman Rd., off Hwy. 101",Parking area and trailhead N.W. of the Golden Gate Bridge
Marin,Yes,No,37.832621,-122.480368,Golden Gate Bridge Vista Point - North,"E. of Hwy. 101, N. end of Golden Gate Bridge","Views, pedestrian and bicycle access to Golden Gate Bridge"
San Francisco,No,Yes,37.860677,-122.432384,Angel Island State Park,"Access via ferry from San Francisco or Tiburon, also Oakland or Vallejo seasonally","Hiking, bicycling, historic buildings"
San Francisco,Yes,No,37.80908400000001,-122.421023,San Francisco Maritime National Historical Park,N. of Beach St. from Van Ness Ave. to Hyde St.,Historic ships on Hyde St. pier
San Francisco,No,No,37.807542,-122.420605,San Francisco Maritime National Historical Park Visitor Center,Jefferson St. at Hyde St.,Part of San Francisco Maritime National Historical Park
San Francisco,No,Yes,37.826655,-122.422703,Alcatraz Island,"Access via ferry from Pier 33, San Francisco","Historic former prison, part of Golden Gate Nat'l Recreation Area"
San Francisco,Yes,No,37.806587,-122.42396200000002,Aquatic Park,"N. of Beach St., from Van Ness Ave. to Hyde St.","Bay swimming, municipal pier fishing"
San Francisco,Yes,No,37.806316,-122.423888,San Francisco Maritime Museum,"Aquatic Park Bathhouse Bldg., 900 Beach St.","Historic building, part of San Francisco Maritime National Historical Park"
San Francisco,Yes,Yes,37.807031,-122.428417,San Francisco Fisherman's Wharf Hostel,"Fort Mason, near Bay and Franklin streets","Shared and private rooms, cafe, kitchen"
San Francisco,Yes,Yes,37.805927,-122.431667,Fort Mason Center,Marina Blvd. off Buchanan St.,"Galleries, theaters, event center"
San Francisco,Yes,No,37.806554,-122.43934,Marina Green,Along Marina Blvd.,"Spacious lawns, kite-flying"
San Francisco,Yes,No,37.806405,-122.445156,San Francisco Marina,"N. of Marina Blvd., W. of Fort Mason","Small boat harbor, no fishing"
San Francisco,Yes,No,37.808301,-122.415869,Fisherman's Wharf,Jefferson and Taylor Streets,"Commercial fishing, excursions, restaurants, shops, lodging"
San Francisco,Yes,Yes,37.808616,-122.40951499999998,Aquarium of the Bay,"Pier 39, The Embarcadero at Beach St.","Exhibits, touch tanks, gift shop"
San Francisco,Yes,No,37.799174,-122.397564,Embarcadero,Waterfront from Fisherman's Wharf to Pier 40,"Bay views, fishing piers, ferry landings, restaurants"
San Francisco,No,Yes,37.801298,-122.398679,Exploratorium,"Pier 15, The Embarcadero","Hands-on exhibits and demonstrations about astronomy, living things and everyday science - fun for all ages."
San Francisco,Yes,Yes,37.78012,-122.386092,South Beach Harbor,Between Pier 40 and AT&T Park,"Marina, bay views"
San Francisco,Yes,No,37.79768,-122.458892,Presidio of San Francisco,N.W. corner of San Francisco,"1,500 acres, part of Golden Gate Nat'l Recreation Area"
San Francisco,Yes,No,37.806149,-122.45085,Crissy Field Beach,"W. of San Francisco Marina, N. of Mason St., Presidio","Fine views, part of Golden Gate Nat'l Recreation Area"
San Francisco,Yes,No,37.804952,-122.458528,Crissy Marsh,"Between Mason St. and the Bay Trail, Presidio","Salt water lagoon, part of Golden Gate Nat'l Recreation Area"
San Francisco,Yes,No,37.805491,-122.467068,Gulf of the Farallones Visitor Center,"W. Crissy Field, near Mason St. and Fort Point",Exhibits about marine life
San Francisco,Yes,No,37.810722,-122.476824,Fort Point,"Off Lincoln Blvd., beneath the Golden Gate Bridge","Historic fort, part of Golden Gate Nat'l Recreation Area"
San Francisco,Yes,No,37.807669,-122.475045,Golden Gate Bridge Vista Point - South,"E. of Hwy. 101, S. end of Golden Gate Bridge","Views, pedestrian and bicycle access to Golden Gate Bridge"
San Francisco,Yes,No,37.807055,-122.477303,California Coastal Trail (San Francisco),Fort Point to the Cliff House,Views of the Golden Gate
San Francisco,Yes,No,37.804005,-122.479166,Marshall's Beach,"W. of Lincoln Blvd., off Langdon Ct., San Francisco Presidio","Access on foot, part of Golden Gate Nat'l Recreation Area"
San Francisco,Yes,No,37.791479,-122.48497,Baker Beach,"W. of Lincoln Blvd., off Bowley St.",Part of Golden Gate Nat'l Recreation Area
San Francisco,Yes,No,37.788342,-122.491276,China Beach,Seacliff Ave. near El Camino Del Mar,Part of Golden Gate Nat'l Recreation Area
San Francisco,Yes,No,37.787524,-122.505547,Lands End Trail,N. of Pt. Lobos Ave. and 48th Ave.,Scenic California Coastal Trail segment
San Francisco,Yes,No,37.779771,-122.511475,Lands End Lookout,Point Lobos Ave.,"Exhibits, bookshop, cafe"
San Francisco,Yes,No,37.778623,-122.513851,Cliff House,Point Lobos Ave. and Great Highway,"Historic visitor attraction, restaurants, shops, views"
San Francisco,Yes,No,37.768855,-122.467163,Golden Gate Park,"E. of Great Highway, between Fulton St. and Lincoln Way","Art and science museums, aquarium, gardens, trails, sport fields"
San Francisco,Yes,No,37.760181,-122.51116299999998,Ocean Beach,W. of Great Highway,"Long sandy beach, rough surf, part of Golden Gate Nat'l Recreation Area"
San Francisco,Yes,No,37.735436,-122.507384,Ocean Beach (Sloat Blvd.),W. of Great Highway at foot of Sloat Blvd.,"Sandy beach, rough surf, part of Golden Gate Nat'l Recreation Area"
San Francisco,Yes,Yes,37.733212,-122.505745,San Francisco Zoological Gardens,Sloat Blvd. at Skyline Blvd.,More than 250 species on display
San Francisco,Yes,No,37.72645,-122.501452,Lake Merced,"E. of Skyline Blvd. and Great Highway, San Francisco","Rowing, golfing at Harding Park"
San Francisco,Yes,No,37.714669,-122.502,Fort Funston,"W. of Skyline Blvd., San Francisco","Hiking, hang gliding, part of Golden Gate Nat'l Recreation Area"
San Francisco,Yes,No,37.736216,-122.487217,Bay Area Ridge Trail (San Francisco),"Fort Funston to Stern Grove, San Francisco","Trail along W. side of Lake Merced, partly on city streets"
San Francisco,No,No,37.70769,-122.502231,Phillip Burton Memorial Beach,"S. of Fort Funston, San Francisco",Access on foot via Fort Funston
San Mateo,Yes,No,37.697858,-122.496306,Thornton Beach Vista,"W. end of John Daly Blvd., Daly City","Ocean views, no beach access"
San Mateo,No,No,37.696589,-122.498782,Thornton Beach,Shoreline W. of Daly City,Access on foot along beach from Fort Funston or Mussel Rock City Park
San Mateo,Yes,No,37.689,-122.49506,Palisades Park (San Mateo County),"Along Palisades Dr. at Westridge Ave., Daly City","Views, no beach access"
San Mateo,Yes,No,37.679968,-122.493918,Northridge City Park,"Along Northridge Dr. at Carmel Ave., Daly City",No beach access
San Mateo,Yes,No,37.666661,-122.49427,Mussel Rock City Park,"Westline Dr., off Skyline Dr., Daly City","Trails to beach, paragliding area"
San Mateo,Yes,No,37.654785,-122.493326,Pacific Manor Beach,"100 block of Esplanade Ave., Pacifica",Steep path and stairs to beach
San Mateo,Yes,Yes,37.646585,-122.492215,San Francisco RV Resort,"700 Palmetto Ave., Pacifica",RV camping on the bluff
San Mateo,Yes,No,37.644643,-122.493268,"Blufftop Path (SF RV Resort, Pacifica)","W. of Palmetto Ave., adjacent to San Francisco RV Resort",Public path leads N. through RV Resort to Esplanade Ave.
San Mateo,Yes,No,37.632026,-122.494356,Sharp Park Beach,"Beach Blvd. and Santa Rosa Ave., Pacifica",Dark sand beach
San Mateo,Yes,No,37.633389,-122.49428600000002,Pacifica Pier,"Foot of Santa Rosa Ave., Pacifica","Pier fishing, cafe"
San Mateo,Yes,No,37.628953,-122.494264,Beachfront Path (from Clarendon Road),"From Clarendon Rd. to Mori Point, Pacifica","Packed-earth path, views"
San Mateo,Yes,No,37.634185,-122.473301,Milagra Ridge,"Sharp Park Rd. E. of Hwy. One, Pacifica","Hiking trails, part of Golden Gate Nat'l Recreation Area"
San Mateo,Yes,Yes,37.625025,-122.488314,Sharp Park Golf Course,"Sharp Park Rd. and Francisco Blvd., W. of Hwy. One, Pacifica","Public golf, restaurant"
San Mateo,Yes,No,37.619874,-122.496486,Mori Point,"S. of Sharp Park Beach, Pacifica","Expansive views, part of Golden Gate Nat'l Recreation Area"
San Mateo,Yes,No,37.604508,-122.458098,Sweeney Ridge,"E. of Hwy. One, S. of Sharp Park, Pacifica","High elevation views, part of Golden Gate Nat'l Recreation Area"
San Mateo,No,No,37.604302,-122.457985,San Francisco Bay Discovery Site,"Sweeney Ridge, Pacifica","Trail starts at end of Fassler Ave., Pacifica"
San Mateo,No,No,37.610779,-122.458567,Bay Area Ridge Trail (San Mateo),Along ridges surrounding San Francisco Bay,"Multi-use trail, see: www.ridgetrail.org"
San Mateo,Yes,No,37.614091,-122.487988,Reina del Mar Trail Access,"Off Hwy. One at Reina del Mar Ave., Pacifica",Multi-use path along Calera Creek to Rockaway Beach
San Mateo,Yes,No,37.609941,-122.497296,Rockaway Beach,"Foot of Rockaway Beach Ave., Pacifica","Cove beach, surfing"
San Mateo,Yes,No,37.609264,-122.495844,GGNRA Visitor Center,"225 Rockaway Beach Ave., Pacifica",Maps and information
San Mateo,Yes,No,37.608045,-122.497626,Rockaway Beach (Old County Road),End of Old County Rd. off Rockaway Beach Ave.,"Sandy beach, big waves, surfing"
San Mateo,Yes,Yes,37.598033,-122.501746,Linda Mar Beach,"Hwy. One between Crespi Dr. and Linda Mar Blvd., Pacifica","Broad sandy beach, surfing"
San Mateo,Yes,No,37.587622,-122.494023,Sanchez Adobe County Historic Site,"Linda Mar Blvd., 1 mi. E. of Hwy. One, Pacifica","Historic building, museum"
San Mateo,Yes,Yes,37.580345,-122.476576,San Pedro Valley County Park,"E. end of Linda Mar Blvd., Pacifica",Trail access to Montara Mountain
San Mateo,Yes,No,37.578826,-122.516999,California Coastal Trail- Devils Slide,From 1 mi. S. of Pacifica to .5 mi. N. of Gray Whale Cove State Beach,High bluff trail on former highway right-of-way
San Mateo,Yes,Yes,37.564616,-122.514253,Gray Whale Cove State Beach,"Hwy. One, .5 mi. S. of Devils Slide, Montara","White sand beach, rough surf"
San Mateo,Yes,No,37.546262,-122.513759,Montara State Beach,"Hwy. One and 1st St., Montara",Parking adjacent to restaurant opposite 1st St.
San Mateo,Yes,Yes,37.53661500000001,-122.51893,Point Montara Lighthouse Hostel,"Hwy. One and 16th St., Montara","Shared and private rooms, cove beach, day visitors check in at office"
San Mateo,Yes,No,37.524364,-122.517605,James V. Fitzgerald Marine Reserve,"Foot of California Ave., Moss Beach","Rocky reef, do not move or take anything away"
San Mateo,No,No,37.519512,-122.513958,Seal Cove,"Foot of Cypress Ave. at Beach Way, Moss Beach","Reef, part of Fitzgerald Marine Reserve"
San Mateo,Yes,No,37.510747,-122.505498,Pillar Point Bluff Trails,"Off Airport St., 1 mi. S. of Cypress Ave., Pillar Point area","Sea views, no beach access"
San Mateo,Yes,No,37.501492999999996,-122.496724,West Beach Trail,"Off West Point Ave., Princeton Harbor","Trail to beach, tidepools"
San Mateo,Yes,Yes,37.501881,-122.482232,Pillar Point Harbor,"W. of Hwy. One and Capistrano Rd., Princeton-by-the-Sea","Commercial and recreational marina, sportfishing, restaurants"
San Mateo,Yes,Yes,37.501066,-122.472477,East Breakwater,"W. of Hwy. One, .5 mi. S. of Capistrano Rd., Half Moon Bay",RV campground adjacent
San Mateo,No,No,37.525928,-122.460651,Rancho Corral de Tierra,"E. of Hwy. One, N. of Montara","Open space, part of Golden Gate Nat'l Recreation Area"
San Mateo,Yes,No,37.49815,-122.464921,Coastside Trail,"Pillar Point Harbor to Purisima Creek, Half Moon Bay",Multi-use blufftop trail
San Mateo,Yes,Yes,37.496172,-122.464256,El Granada / Surfer's Beach,"Between East Breakwater and Mirada Rd., Half Moon Bay",Park inland of Hwy. One off Obispo Rd.
San Mateo,Yes,Yes,37.488702,-122.456263,Roosevelt Beach,"N.W. of Young Ave., Half Moon Bay","Turn right at end of Young Ave., part of Half Moon Bay State Beach"
San Mateo,Yes,Yes,37.484381,-122.453554,Dunes Beach,"Foot of Young Ave., Half Moon Bay","Turn left at end of Young Ave., part of Half Moon Bay State Beach"
San Mateo,Yes,Yes,37.479439,-122.451028,Venice Beach,"Foot of Venice Blvd., Half Moon Bay","Part of Half Moon Bay State Beach, group campground"
San Mateo,Yes,Yes,37.465982,-122.446313,Francis Beach,"Foot of Kelly Ave., Half Moon Bay",Main entrance to Half Moon Bay State Beach
San Mateo,Yes,Yes,37.455168,-122.443944,Blufftop Coastal Park,"Foot of Poplar Ave., Half Moon Bay",Steep dirt path to beach
San Mateo,Yes,No,37.446599,-122.437769,Wavecrest,"End of Wavecrest Rd., Half Moon Bay","Open space, trails to bluff"
San Mateo,Yes,No,37.439179,-122.442889,Redondo Beach Overlook,"Foot of Redondo Beach Rd., Half Moon Bay","Ocean views, Coastside Trail leads north and south"
San Mateo,Yes,No,37.433312,-122.442316,Overlook (Ritz-Carlton Hotel),"Seaward of Ritz-Carlton Hotel, Miramontes Point Rd., Half Moon Bay","Paved blufftop trail seaward of Ritz-Carlton Hotel, no beach access"
San Mateo,Yes,Yes,37.434561,-122.440158,Half Moon Bay Golf Links,"Two Miramontes Point Rd., Half Moon Bay",Public golf
San Mateo,Yes,No,37.429794,-122.439725,Arroyo Cañada Verde Beach,"Miramontes Point Rd. S. of Ritz-Carlton Hotel, Half Moon Bay",Paved path to beach
San Mateo,Yes,Yes,37.429438,-122.435704,Pelican Point R.V. Park,"Off Miramontes Point Rd., Half Moon Bay",RV and tent camping
San Mateo,Yes,No,37.422206,-122.426383,Cowell Ranch Beach,"W. of Hwy. One, .5 mi. S. of Miramontes Point Rd.","Trail to cove beach, blufftop trail leads south"
San Mateo,Yes,No,37.396295,-122.415719,Cowell-Purisima Trail,"W. of Hwy. One, 2 mi. S. of Cowell Ranch Beach parking area","Trail to and along bluff edge, views, no beach access"
San Mateo,No,No,37.376498,-122.40408899999998,Martin's Beach,"Off Hwy. One, 6 mi. S. of Half Moon Bay",Currently closed
San Mateo,Yes,No,37.437529,-122.370366,Purisima Creek Redwoods Open Space Preserve,From end of Purisima Creek Rd. to Skyline Blvd. (Hwy. 35),Inland trails through redwood forest
San Mateo,Yes,Yes,37.326096,-122.39892,San Gregorio Toll Road Access,"Off Hwy. One, .1 mi. N. of La Honda Rd./Hwy. 84, San Gregorio",Private toll road
San Mateo,Yes,Yes,37.322922,-122.403531,San Gregorio State Beach,"Hwy. One .1 mi. S. of La Honda Rd./Hwy. 84, San Gregorio","Blufftop picnic area, sandy beach with driftwood"
San Mateo,Yes,Yes,37.299418,-122.406283,Pomponio State Beach,"Hwy. One at Pomponio Creek, Pescadero",Wide sandy beach
San Mateo,Yes,Yes,37.274633,-122.409067,Pescadero State Beach (North),"Off Hwy. One, 1 mi. N. of Pescadero Rd.",Parking and beach access
San Mateo,Yes,No,37.264407,-122.41253799999998,Pescadero State Beach (Central),"Off Hwy. One, .5 mi. N. of Pescadero Rd.",Parking and beach access
San Mateo,Yes,No,37.259719,-122.413536,Pescadero State Beach (South),Off Hwy. One at Pescadero Rd.,Parking and beach access
San Mateo,No,No,37.261416,-122.40863799999998,Pescadero Marsh Natural Preserve,"E. of Hwy. One, N. of Pescadero Road","Marsh habitat, trails"
San Mateo,Yes,No,37.243505,-122.418045,Beach Stairs (S. of Pescadero Road),"Off Hwy. One, 1.1 mi. S. of Pescadero Road","Reef, tidepools, part of Bean Hollow State Beach"
San Mateo,Yes,No,37.23626,-122.415544,Pebble Beach (San Mateo County),"Off Hwy. One, 1.6 mi. S. of Pescadero Road","Cove beach, nature trail"
San Mateo,Yes,No,37.226694,-122.409634,Bean Hollow State Beach,"Along Hwy. One, .9 mi. S. of Pebble Beach","Cove beach, surf fishing"
San Mateo,Yes,No,37.214131,-122.406394,Overlook (10257 Cabrillo Hwy.),"10257 Cabrillo Hwy. (Hwy. One), Pescadero",Path from Hwy. One frontage road to scenic overlook
San Mateo,Yes,Yes,37.201705,-122.339335,Butano State Park,"Cloverdale Rd., 5 mi. S. of Pescadero and 3 mi. E. of Hwy. One","Inland park, 2,000 acres, trails"
San Mateo,Yes,No,37.191675,-122.397923,Pistachio Beach,"Off Pigeon Point Rd., 1 mi. N. of Pigeon Point Lighthouse","Roadside parking, part of Pigeon Point Light Station State Historic Park"
San Mateo,Yes,No,37.182685,-122.393569,Pigeon Point Light Station State Historic Park,"Pigeon Point Rd., W. of Hwy. One",Lighthouse grounds open for viewing
San Mateo,Yes,Yes,37.182038,-122.394067,Pigeon Point Lighthouse Hostel,Pigeon Point Rd. W. of Hwy. One,Private and shared rooms
San Mateo,Yes,No,37.182546,-122.391772,Whaler's Cove,E. of Pigeon Point Lighthouse,Stairs to cove beach
San Mateo,Yes,No,37.183042,-122.378761,Wilbur's Watch Hiking Trail,"Inland of Hwy. One, near southern intersection of Pigeon Point Rd. and Hwy. One",Coastal views
San Mateo,Yes,No,37.183486,-122.38436000000002,Pigeon Point Bluffs,Along Hwy. One S. of Pigeon Point Road,"Roadside pull-outs, views"
San Mateo,Yes,No,37.167738,-122.361667,Gazos Creek Access,"Off Hwy. One, N. of Gazos Creek Road",Wide sandy beach
San Mateo,Yes,No,37.155838,-122.354575,Franklin Point Trail,"Off Hwy. One, 1.2 mi. S. of Gazos Creek Access","Trail to shoreline, part of A&ntilde;o Nuevo State Park"
San Mateo,Yes,No,37.148054,-122.344576,Whitehouse Creek Beach Access,"Off Hwy. One, .1 mi. S. of Rossi Road","Trail to rocky cove, part of A&ntilde;o Nuevo State Park"
San Mateo,Yes,No,37.14532,-122.336165,Cascade Creek Trail,"Off Hwy. One, 2.7 mi. N. of entrance to A&ntilde;o Nuevo State Park",Trail to and along shoreline
San Mateo,Yes,Yes,37.12055,-122.307087,A&ntilde;o Nuevo State Park,"Off Hwy. One, 27 mi. S. of  Half Moon Bay","Major elephant seal haul-out area, call ahead for recorded information"
San Mateo,Yes,No,37.116882,-122.303927,Cove Beach (Año Nuevo State Park),"W. side of Hwy. One, one-quarter mile S. of entrance to Año Nuevo State Park","Wide parking pullout, part of Año Nuevo State Park"
Santa Cruz,Yes,Yes,37.09833,-122.27971,Big Basin Redwoods State Park,"Hwy. 236, off Hwy. 9, 14 mi. N. of Santa Cruz",Park extends to ocean from main entrance on Hwy. 236
Santa Cruz,Yes,No,37.09527,-122.278904,Waddell Creek Beach,"Hwy. One, 1 mi. S. of San Mateo County line",Part of Big Basin Redwoods State Park
Santa Cruz,Yes,No,37.097599,-122.274433,Rancho del Oso Nature Center,"Old Coast Rd., one-quarter mile from Hwy. One","Nature exhibits, part of Big Basin Redwoods State Park"
Santa Cruz,Yes,No,37.080033,-122.265324,Greyhound Rock Access,"Hwy. One, 1 mi. S. of Waddell Creek Beach",Steep path to cove beach
Santa Cruz,Yes,No,37.04029600000001,-122.229892,Scott Creek Beach,"Hwy. One, 2.9 mi. N. of Davenport",Roadside parking
Santa Cruz,Yes,No,37.024521,-122.216356,Davenport Landing Beach,"Davenport Landing Rd. off Hwy. One, 1.4 mi. N. of Davenport",Windsurfing
Santa Cruz,Yes,No,37.013636,-122.19982,Davenport Bluffs,"W. of Hwy. One, .2 mi. N. of Davenport","Blufftop viewing area near railroad crossing at Hwy. One, use caution near steep cliffs"
Santa Cruz,Yes,No,37.008897,-122.19333600000002,Davenport Beach,"Off Hwy. One, opposite Ocean St., Davenport",Unimproved trail to beach
Santa Cruz,Yes,No,37.003776,-122.185554,Sharktooth Beach,"Off Hwy. One, .5 mi. S. of Davenport",Short trail to pocket beach
Santa Cruz,Yes,No,37.000593,-122.182069,Bonny Doon Beach,W. of Hwy. One at Bonny Doon Road,Short trail to beach
Santa Cruz,Yes,No,36.993213,-122.170523,Yellow Bank Beach,"W. of Hwy. One, 1 mi. S. of Bonny Doon Road",Park on dirt frontage road
Santa Cruz,Yes,No,36.981762,-122.155295,Laguna Creek Beach,"W. of Hwy. One, 2.2 mi. S. of Bonny Doon Road",Limited parking at Laguna Rd.
Santa Cruz,Yes,No,36.977887,-122.147092,Piggy Beach,"W. of Old Coast Road, approx. 4 mi. S. of Davenport","small cove beach; park on shoulder of Old Coast Road, follow brown directional sign, stay on trail and head seaward"
Santa Cruz,Yes,No,36.966271,-122.123406,Four Mile Beach,"Off Hwy. One, 2.1 mi. W. of Wilder Ranch State Park main entrance","Unimproved parking, part of Wilder Ranch State Park"
Santa Cruz,Yes,No,36.961727,-122.113472,Three Mile Beach,"Off Hwy. One, 1.4 mi. W. of Wilder Ranch State Park entrance","Unimproved parking, part of Wilder Ranch State Park"
Santa Cruz,Yes,No,36.954532,-122.092068,Ohlone Bluff Trail,From Four Mile Beach to Wilder Ranch State Park,"Meandering trail follows the blufftop, respect adjacent farming operations"
Santa Cruz,Yes,Yes,36.96093,-122.087027,Wilder Ranch State Park,"Hwy. One, 2 mi. W. of Santa Cruz","Main entrance, historic ranch buildings, equestrian camping, inland trails"
Santa Cruz,Yes,Yes,37.043896,-122.072815,Henry Cowell Redwoods State Park,"Hwy. 9, 3 mi. N. of Santa Cruz","Large inland park, hiking, nature center"
Santa Cruz,Yes,Yes,36.949416,-122.065063,Seymour Marine Discovery Center,"Delaware Ave. and Shaffer Rd., Santa Cruz","Aquarium displays, touch tanks, bookshop"
Santa Cruz,Yes,Yes,36.949443,-122.06576,Long Marine Laboratory,"Corner of Delaware Ave. and Shaffer Rd., Santa Cruz","Research and education facilities focusing on marine life, coastal conservation, and climate change"
Santa Cruz,Yes,No,36.954496,-122.062287,De Anza Mobile Home Park Access,"2395 Delaware Ave., Santa Cruz",Path to beach through mobile home community
Santa Cruz,Yes,Yes,36.950745,-122.055934,Natural Bridges State Beach,"2531 W. Cliff Dr., Santa Cruz",Monarch butterflies overwinter in trees
Santa Cruz,Yes,No,36.949589,-122.048837,West Cliff Drive,"From Natural Bridges State Beach to Cowell Beach, Santa Cruz","Scenic overlooks, bicycle/pedestrian trail"
Santa Cruz,Yes,No,36.954788,-122.024721,Stairway to Beach - Pelton Avenue,West Cliff Dr. at end of Pelton Ave.,Access to narrow beach and Steamer Lane surf break
Santa Cruz,Yes,No,36.952516,-122.041556,Mitchell's Cove Beach,"W. Cliff Dr. at Almar Ave., Santa Cruz",Pocket beach
Santa Cruz,Yes,No,36.953157,-122.028984,Lighthouse Field State Beach,Along W. Cliff Dr. at Point Santa Cruz,"Scenic views, surfing museum"
Santa Cruz,Yes,No,35.952216,-122.028597,Its Beach,"Along W. Cliff Dr., W. of Lighthouse Point, Santa Cruz","Pocket beach, dogs allowed limited hours"
Santa Cruz,Yes,Yes,36.951547,-122.026665,Santa Cruz Surfing Museum,"Mark Abbott Memorial Lighthouse, Lighthouse Point","Exhibits, vintage surfboards"
Santa Cruz,Yes,No,36.963117,-122.02433700000002,Monterey Bay National Marine Sanctuary Exploration Center,"35 Pacific Ave., across from Municipal Wharf, Santa Cruz","Interactive exhibits and film screenings, free admission"
Santa Cruz,Yes,No,36.961603,-122.023869,Cowell Beach,"Between W. Cliff Dr. and the Municipal Wharf., Santa Cruz",Popular swimming beach
Santa Cruz,Yes,No,36.963447,-122.034746,Neary Lagoon City Park,"Off California Ave., N. of Bay St., Santa Cruz","Boardwalks, birding, tennis courts"
Santa Cruz,Yes,Yes,36.962567,-122.023483,Santa Cruz Municipal Wharf,"Pacific Ave. and Beach St., Santa Cruz","Restaurants, boat rentals, fee for vehicle entry"
Santa Cruz,Yes,No,36.963759,-122.018808,Santa Cruz Beach Boardwalk,"400 Beach St., Santa Cruz","Seaside amusement park, free admission, fee for rides"
Santa Cruz,Yes,No,36.963435,-122.017302,Santa Cruz Main Beach,E. of Municipal Wharf,Wide swimming beach
Santa Cruz,Yes,No,36.977701,-122.027941,Santa Cruz Mission State Historic Park,School St. off Emmett St. near High St.,"Replica mission church, historic adobe"
Santa Cruz,No,No,36.972567,-122.022602,San Lorenzo River Bike Path,"Along San Lorenzo River, Santa Cruz",Bike paths on both sides of the river
Santa Cruz,Yes,Yes,36.965372,-122.023434,Santa Cruz Hostel,"321 Main St., Santa Cruz","Historic Carmelita Cottages, shared kitchen"
Santa Cruz,Yes,No,36.964184,-122.011422,San Lorenzo Point,"Foot of E. Cliff Dr. off Murray St., Santa Cruz",Overlook
Santa Cruz,Yes,No,36.963414,-122.01038,Seabright Beach,"E. Cliff Dr., San Lorenzo Point to Seabright Ave., Santa Cruz",Very wide beach
Santa Cruz,Yes,Yes,36.964517,-122.009666,Santa Cruz Museum of Natural History,1305 E. Cliff Dr.,History and nature exhibits
Santa Cruz,No,No,36.960688,-122.002216,Walton Lighthouse,"West Jetty, Santa Cruz Harbor","Modern lighthouse, fishing spot"
Santa Cruz,Yes,Yes,36.965291,-122.003481,Mariner Park / West Harbor,"Mariner Park Way off Atlantic Ave., Santa Cruz","Hand-launching of boats, restaurant"
Santa Cruz,Yes,No,36.972129,-122.002525,Frederick Street Park,"Frederick St., access off Soquel Ave., Santa Cruz","Lawns, play equipment, pedestrian access to harbor"
Santa Cruz,Yes,Yes,36.972542,-121.999493,Santa Cruz Harbor North,Brommer St. off 7th Ave.,"Boat berths, dry storage, RV campsites"
Santa Cruz,Yes,No,36.974914,-121.9989,Arana Gulch Multi-Use Trails,N. end of Santa Cruz Harbor,Loop from N. end of Santa Cruz Harbor to Agnes Street with connections to Broadway and Brommer St.
